cy,fill,radius,cx
72.37,#ffe62d,3.88,347.77
67.24,#ffe62d,3.88,361.87
62.11,#ffe62d,3.88,375.9600
182.05,#ffe62d,3.88,84.3999
97.62,#ffe62d,3.88,145.4599
40.88,#ffe62d,3.88,320.35
70.34,#ffe62d,3.88,163.4599
38.32,#ffe62d,3.88,327.4
170.16,#ffe62d,3.88,60.1200
156.14,#ff84e2,3.88,66.9900
55.87,#ffe62d,3.88,146.2300
90.86,#ffe62d,3.88,107.0799
291.26,#1481e3,3.84,271.8
304.04,#ff84e2,3.84,344.2999
333.76,#ffe62d,3.84,275.3
234.25,#ffe62d,3.84,358.7999
209.83,#ffe62d,3.84,349.9199
357.73,#1481e3,3.84,260.08
365.38,#ff84e2,3.84,346.6699
307.18,#ffe62d,3.84,405.2999
219.17,#ffe62d,3.84,381.25
245.08,#1481e3,3.84,398.6599
394.48,#ffe62d,3.84,317.36
175.78,#ffe62d,3.84,329.5399
171.71,#ff84e2,3.84,328.0599
170.69,#ff84e2,3.84,235.8999
412.26,#ff84e2,3.84,331.8099
164.76,#1481e3,3.84,353.47
225.18,#1481e3,3.84,415.36
238.89,#ff84e2,3.84,428.3300
186.75,#ffe62d,3.84,413.35
162.33,#ffe62d,3.84,404.4600
187.50,#ff84e2,3.84,417.61
192.71,#ffe62d,3.84,188.05
437.30,#ff84e2,3.84,301.01
180.51,#ffe62d,3.84,183.61
137.61,#ffe62d,3.84,415.4099
124.83,#ff84e2,3.84,342.9199
246.41,#ff84e2,3.84,103.8399
89.75,#ff84e2,3.84,230.39
457.51,#ff84e2,3.84,264.47
221.68,#ff84e2,3.84,114.7900
104.17,#ffe62d,3.84,355.36
74.80,#1481e3,3.84,296.78
84.49,#ffe62d,3.84,200.5400
67.42,#1481e3,3.84,298.08
209.03,#ffe62d,3.84,86.2400
291.03,#ff84e2,3.84,76.18
59.28,#ff84e2,3.84,295.12
78.16,#ff84e2,3.84,186.26
359.45,#ff84e2,3.84,97.0899
499.13,#ffe62d,3.84,219.76
502.13,#ff84e2,3.84,236.82
57.60,#ffe62d,3.84,350.38
53.09,#ffe62d,3.84,324.7899
500.19,#ff84e2,3.84,204.19
502.75,#ff84e2,3.84,197.14
505.32,#ff84e2,3.84,190.0899
519.91,#1481e3,3.84,251.2699
279.49,#ffe62d,3.79,291.47
291.83,#ff84e2,3.79,339.86
299.97,#1481e3,3.79,342.8200
277.81,#1481e3,3.79,346.72
269.36,#ff84e2,3.79,363.6
327.70,#ffe62d,3.79,348.9199
335.09,#ffe62d,3.79,347.62
226.11,#1481e3,3.79,355.8400
335.84,#ff84e2,3.79,351.88
332.52,#ffe62d,3.79,354.6599
213.15,#ff84e2,3.79,347.13
358.75,#1481e3,3.79,352.24
197.63,#ffe62d,3.79,345.47
259.63,#ff84e2,3.79,200.43
372.77,#ff84e2,3.79,345.37
197.32,#ffe62d,3.79,365.3099
261.45,#ffe62d,3.79,189.12
273.65,#ffe62d,3.79,193.57
183.16,#ffe62d,3.79,328.24
329.87,#ffe62d,3.79,210.0299
179.54,#1481e3,3.79,350.86
169.63,#ffe62d,3.79,251.4800
158.93,#1481e3,3.79,255.57
164.63,#ff84e2,3.79,309.52
160.56,#1481e3,3.79,308.04
391.21,#ffe62d,3.79,212.4100
164.37,#1481e3,3.79,221.63
426.59,#ffe62d,3.79,305.1
192.32,#ff84e2,3.79,423.36
191.52,#ff84e2,3.79,159.68
107.49,#ff84e2,3.79,352.5700
89.00,#ffe62d,3.79,226.12
94.09,#1481e3,3.79,319.76
84.00,#ff84e2,3.79,284.17
216.11,#ffe62d,3.79,104.7799
67.28,#ff84e2,3.79,254.14
107.71,#ff84e2,3.79,181.05
154.15,#ffe62d,3.79,142.0899
476.97,#ffe62d,3.79,223.6700
477.72,#ff84e2,3.79,227.93
140.13,#ff84e2,3.79,148.9599
127.92,#ff84e2,3.79,144.51
396.07,#ff84e2,3.79,110.4200
408.28,#ff84e2,3.79,114.8600
497.31,#ff84e2,3.79,231.07
30.35,#ff84e2,3.79,260.65
510.14,#ff84e2,3.79,195.8399
518.72,#ffe62d,3.79,222.8999
21.91,#ffe62d,3.79,277.53
162.77,#ffe62d,3.79,61.4200
39.60,#ff84e2,3.79,140.3
293.20,#1481e3,3.74,304.44
282.81,#ff84e2,3.74,288.68
286.88,#ffe62d,3.74,290.16
269.23,#ffe62d,3.74,319.6599
295.15,#1481e3,3.74,337.0700
227.17,#ffe62d,3.74,340.26
320.31,#ffe62d,3.74,350.22
249.77,#ff84e2,3.74,360.4600
345.79,#ff84e2,3.74,343.53
358.92,#ff84e2,3.74,288.45
207.58,#ffe62d,3.74,337.12
244.64,#ff84e2,3.74,374.5599
202.45,#ffe62d,3.74,351.22
229.87,#ff84e2,3.74,377.1599
366.13,#1481e3,3.74,350.9400
285.02,#ffe62d,3.74,409.2100
385.15,#ffe62d,3.74,286.03
182.85,#ffe62d,3.74,348.0800
180.29,#ffe62d,3.74,355.13
262.86,#ffe62d,3.74,413.12
237.03,#ffe62d,3.74,180.24
221.86,#ff84e2,3.74,418.15
165.65,#ff84e2,3.74,401.6799
227.44,#1481e3,3.74,428.1599
153.44,#ff84e2,3.74,397.23
142.96,#ffe62d,3.74,229.8
128.94,#ff84e2,3.74,236.6700
118.68,#ff84e2,3.74,264.86
112.04,#1481e3,3.74,270.43
248.66,#ff84e2,3.74,116.63
198.15,#ffe62d,3.74,154.11
237.96,#ffe62d,3.74,120.7099
454.19,#ffe62d,3.74,267.26
85.68,#1481e3,3.74,228.9100
459.32,#ffe62d,3.74,253.1600
256.36,#ff84e2,3.74,95.4900
95.28,#ff84e2,3.74,348.13
186.26,#ffe62d,3.74,129.8299
238.58,#ffe62d,3.74,81.0299
86.83,#ffe62d,3.74,365.01
199.83,#ff84e2,3.74,98.8600
77.19,#ffe62d,3.74,353.52
497.45,#1481e3,3.74,275.02
482.72,#ffe62d,3.74,169.89
500.01,#1481e3,3.74,267.97
200.14,#ff84e2,3.74,79.0199
487.54,#ffe62d,3.74,175.64
189.44,#ffe62d,3.74,83.1000
406.78,#1481e3,3.74,106.3399
492.36,#ffe62d,3.74,181.38
497.18,#ffe62d,3.74,187.13
499.44,#ffe62d,3.74,199.9200
34.73,#ffe62d,3.74,242.2900
512.53,#1481e3,3.74,252.57
504.57,#ffe62d,3.74,185.8299
187.49,#ffe62d,3.74,50.47
14.83,#ffe62d,3.74,258.99
23.76,#ffe62d,3.74,158.4800
298.77,#ffe62d,3.69,314.4500
269.85,#ffe62d,3.69,279.98
262.60,#ff84e2,3.69,325.22
280.38,#1481e3,3.69,339.6799
309.34,#ffe62d,3.69,266.42
303.29,#ffe62d,3.69,340.03
308.11,#ffe62d,3.69,345.78
235.31,#ff84e2,3.69,343.23
341.14,#ffe62d,3.69,274
352.60,#1481e3,3.69,274.18
258.57,#ffe62d,3.69,216.01
372.33,#ffe62d,3.69,321.26
299.79,#ffe62d,3.69,406.6
333.18,#ff84e2,3.69,207.25
162.68,#ff84e2,3.69,276.89
339.82,#ffe62d,3.69,201.68
215.54,#1481e3,3.69,403.87
409.26,#ffe62d,3.69,314.75
187.81,#ff84e2,3.69,397.77
415.14,#ff84e2,3.69,304.92
197.45,#ff84e2,3.69,409.26
418.01,#ff84e2,3.69,278.03
239.64,#1481e3,3.69,432.6
182.76,#ffe62d,3.69,196.3999
150.13,#ffe62d,3.69,400.02
189.00,#ffe62d,3.69,426.14
152.38,#ffe62d,3.69,412.8099
138.54,#ffe62d,3.69,355.89
437.61,#ff84e2,3.69,281.17
437.16,#ffe62d,3.69,257.07
106.47,#ff84e2,3.69,260.42
158.35,#ffe62d,3.69,187.51
251.23,#ff84e2,3.69,109.5799
102.09,#1481e3,3.69,278.78
103.73,#1481e3,3.69,331.25
196.96,#ff84e2,3.69,125.7400
243.40,#ffe62d,3.69,86.7799
74.23,#ffe62d,3.69,228.7300
474.40,#ffe62d,3.69,230.7200
176.62,#ffe62d,3.69,118.3399
186.57,#ffe62d,3.69,109.9900
185.81,#1481e3,3.69,105.7300
199.08,#ffe62d,3.69,94.5899
65.30,#ffe62d,3.69,329.23
144.51,#ffe62d,3.69,130.6000
392.01,#1481e3,3.69,108.94
403.46,#ff84e2,3.69,109.12
132.30,#ffe62d,3.69,126.1499
188.69,#1481e3,3.69,78.8399
36.68,#ffe62d,3.69,274.92
24.47,#ffe62d,3.69,270.48
15.14,#ffe62d,3.69,239.1499
11.69,#ff84e2,3.69,197.99
110.45,#ffe62d,3.69,110.2200
269.98,#ff84e2,3.64,323.9199
271.49,#ffe62d,3.64,332.4500
289.75,#ffe62d,3.64,263.28
297.89,#ff84e2,3.64,266.24
250.08,#ff84e2,3.64,340.62
234.56,#ffe62d,3.64,338.9600
363.30,#ffe62d,3.64,270.09
235.44,#1481e3,3.64,387.1699
385.90,#ff84e2,3.64,290.29
216.60,#ffe62d,3.64,388.2999
184.36,#1481e3,3.64,356.61
181.35,#ff84e2,3.64,339.5499
167.06,#ffe62d,3.64,258.53
192.94,#ff84e2,3.64,383.6699
178.78,#ff84e2,3.64,346.6
189.62,#ffe62d,3.64,386.4600
397.36,#ffe62d,3.64,290.47
234.47,#ffe62d,3.64,187.2799
390.15,#1481e3,3.64,227.99
413.02,#1481e3,3.64,336.0700
191.88,#ffe62d,3.64,399.25
217.79,#1481e3,3.64,416.6699
410.94,#ff84e2,3.64,259.5
169.72,#ffe62d,3.64,403.1599
417.26,#ffe62d,3.64,273.77
170.47,#ff84e2,3.64,407.4199
166.40,#1481e3,3.64,405.9400
415.31,#ffe62d,3.64,241.14
141.85,#ff84e2,3.64,353.11
155.48,#ffe62d,3.64,214.3999
436.54,#ffe62d,3.64,296.75
105.72,#ffe62d,3.64,256.15
103.91,#ff84e2,3.64,267.47
121.11,#ffe62d,3.64,213.87
153.53,#ffe62d,3.64,181.7699
183.38,#ffe62d,3.64,156.7200
85.37,#1481e3,3.64,248.75
462.64,#ff84e2,3.64,250.38
80.11,#ff84e2,3.64,218.8999
69.41,#ffe62d,3.64,222.9800
91.66,#ffe62d,3.64,370.75
85.64,#ff84e2,3.64,336.64
81.92,#ffe62d,3.64,207.5899
231.19,#ffe62d,3.64,82.3299
72.55,#1481e3,3.64,283.99
61.71,#ffe62d,3.64,244.13
485.55,#1481e3,3.64,250.74
71.18,#ff84e2,3.64,319.4
53.88,#1481e3,3.64,221.32
473.08,#ffe62d,3.64,158.3999
485.86,#1481e3,3.64,230.8999
185.06,#ff84e2,3.64,101.4599
214.16,#ffe62d,3.64,72.1499
351.32,#ffe62d,3.64,94.13
502.58,#1481e3,3.64,260.92
362.02,#ff84e2,3.64,90.0500
494.92,#ffe62d,3.64,174.3299
502.44,#ff84e2,3.64,216.9800
95.06,#ffe62d,3.64,152.51
134.86,#ffe62d,3.64,119.1100
499.75,#ffe62d,3.64,180.0799
500.50,#ff84e2,3.64,184.3399
505.01,#ff84e2,3.64,209.93
87.67,#ffe62d,3.64,153.81
19.96,#ffe62d,3.64,244.89
15.76,#ffe62d,3.64,199.4700
23.85,#ffe62d,3.64,310.16
10.01,#ffe62d,3.64,253.24
172.72,#ffe62d,3.64,53.0699
176.04,#ff84e2,3.64,50.2899
262.46,#ffe62d,3.60,281.28
242.69,#ff84e2,3.60,341.9199
308.86,#ff84e2,3.60,350.0399
227.92,#ff84e2,3.60,344.53
321.07,#ff84e2,3.60,354.49
245.70,#1481e3,3.60,358.98
225.36,#ff84e2,3.60,351.5800
220.54,#ff84e2,3.60,345.8300
275.60,#ffe62d,3.60,226.2
350.03,#1481e3,3.60,281.23
345.04,#ffe62d,3.60,339.27
255.34,#1481e3,3.60,370.47
230.93,#1481e3,3.60,361.5900
357.42,#1481e3,3.60,279.92
365.69,#ff84e2,3.60,326.8300
210.58,#ff84e2,3.60,354.1799
202.76,#ffe62d,3.60,331.38
241.23,#ffe62d,3.60,225.6600
341.76,#ffe62d,3.60,234.32
260.38,#1481e3,3.60,204.7
299.04,#1481e3,3.60,402.3400
187.67,#ffe62d,3.60,353.8200
389.66,#ffe62d,3.60,311.61
232.88,#1481e3,3.60,394.22
386.21,#ff84e2,3.60,270.45
391.03,#ff84e2,3.60,276.2
235.22,#ff84e2,3.60,191.55
163.88,#ffe62d,3.60,305.26
404.44,#ffe62d,3.60,309.01
394.22,#ff84e2,3.60,229.4700
220.36,#1481e3,3.60,409.62
386.39,#ffe62d,3.60,206.6600
418.90,#ffe62d,3.60,326.24
149.99,#1481e3,3.60,356.0700
391.52,#ffe62d,3.60,192.57
211.91,#ff84e2,3.60,426.5
169.50,#1481e3,3.60,207.5299
424.65,#ffe62d,3.60,272.47
171.97,#ffe62d,3.60,415.9500
137.03,#ff84e2,3.60,347.36
429.78,#ffe62d,3.60,258.37
116.42,#ff84e2,3.60,252.07
432.34,#ffe62d,3.60,251.32
140.17,#ffe62d,3.60,408.37
196.34,#ff84e2,3.60,165.43
125.93,#ffe62d,3.60,219.61
238.71,#ff84e2,3.60,124.9800
231.33,#ff84e2,3.60,126.2799
123.68,#ffe62d,3.60,206.82
456.76,#ffe62d,3.60,260.21
241.59,#ff84e2,3.60,98.0899
151.27,#ffe62d,3.60,168.9800
116.60,#ffe62d,3.60,188.2799
79.63,#1481e3,3.60,302.53
77.37,#1481e3,3.60,289.73
71.97,#ffe62d,3.60,215.94
65.78,#1481e3,3.60,245.61
203.90,#ffe62d,3.60,100.3399
67.15,#ffe62d,3.60,210.19
120.22,#ff84e2,3.60,165.6600
112.84,#ff84e2,3.60,166.9599
376.48,#ff84e2,3.60,107.2799
69.81,#ffe62d,3.60,354.8200
54.19,#1481e3,3.60,201.4800
206.78,#ffe62d,3.60,73.4499
415.67,#ff84e2,3.60,113.56
495.06,#ff84e2,3.60,218.2799
381.61,#ff84e2,3.60,93.19
501.69,#ffe62d,3.60,212.7099
124.91,#ffe62d,3.60,127.4599
515.09,#1481e3,3.60,245.5299
513.15,#1481e3,3.60,212.89
22.53,#ffe62d,3.60,237.8500
11.65,#ffe62d,3.60,305.72
21.20,#ffe62d,3.60,165.5299
296.52,#ffe62d,3.55,301.65
271.35,#1481e3,3.55,288.5
283.87,#1481e3,3.55,273.11
272.24,#ff84e2,3.55,336.7100
336.32,#ffe62d,3.55,268.25
261.98,#ff84e2,3.55,364.9099
328.45,#ff84e2,3.55,353.1799
352.42,#ffe62d,3.55,337.9600
222.79,#ff84e2,3.55,358.62
205.76,#ff84e2,3.55,348.4400
243.05,#1481e3,3.55,214.3500
306.43,#1481e3,3.55,401.0399
262.20,#ff84e2,3.55,193.39
382.28,#ffe62d,3.55,312.9099
190.24,#ffe62d,3.55,346.78
390.28,#ffe62d,3.55,271.93
218.10,#1481e3,3.55,396.8200
170.03,#ffe62d,3.55,383.3200
234.82,#1481e3,3.55,426.85
174.54,#ffe62d,3.55,408.9
418.63,#ff84e2,3.55,238.3500
148.84,#ff84e2,3.55,219.9700
147.56,#ffe62d,3.55,407.0599
118.99,#ff84e2,3.55,245.0199
144.77,#1481e3,3.55,218.49
150.96,#ffe62d,3.55,188.82
193.33,#ffe62d,3.55,148.37
88.69,#ffe62d,3.55,245.9599
248.22,#ffe62d,3.55,92.5199
461.89,#ffe62d,3.55,246.11
255.61,#ffe62d,3.55,91.2200
76.04,#1481e3,3.55,217.4200
202.09,#ff84e2,3.55,111.6499
151.58,#ffe62d,3.55,149.14
213.85,#ffe62d,3.55,91.9900
472.46,#ffe62d,3.55,198.0799
482.98,#1481e3,3.55,257.78
76.75,#1481e3,3.55,329.4099
206.47,#ffe62d,3.55,93.2900
209.79,#ff84e2,3.55,90.5099
189.13,#ffe62d,3.55,102.94
488.11,#1481e3,3.55,243.69
494.88,#1481e3,3.55,282.07
384.62,#1481e3,3.55,110.2400
490.68,#1481e3,3.55,236.64
495.19,#1481e3,3.55,262.23
117.97,#ff84e2,3.55,152.86
124.60,#ffe62d,3.55,147.3
366.84,#ff84e2,3.55,95.7900
169.54,#ffe62d,3.55,99.8000
496.87,#ffe62d,3.55,206.9700
505.14,#1481e3,3.55,253.88
361.27,#ffe62d,3.55,85.7799
503.95,#ffe62d,3.55,225.51
507.71,#1481e3,3.55,246.8299
50.52,#ffe62d,3.55,331.8400
24.78,#ffe62d,3.55,250.64
20.98,#ffe62d,3.55,337.0499
264.41,#ffe62d,3.50,313.9099
274.05,#ffe62d,3.50,325.4
261.84,#ffe62d,3.50,320.9600
258.22,#1481e3,3.50,343.5800
241.94,#ffe62d,3.50,337.6599
338.89,#ffe62d,3.50,261.21
330.27,#ffe62d,3.50,341.87
256.76,#ff84e2,3.50,227.32
208.33,#ff84e2,3.50,341.39
348.40,#1481e3,3.50,228.75
317.13,#ffe62d,3.50,396.9500
227.30,#ff84e2,3.50,384.2100
393.29,#ff84e2,3.50,288.99
222.92,#1481e3,3.50,402.5700
237.78,#ff84e2,3.50,184.5
170.34,#ffe62d,3.50,363.48
166.62,#1481e3,3.50,234.4200
200.77,#1481e3,3.50,406.48
196.70,#ffe62d,3.50,405
357.15,#ffe62d,3.50,192.0299
417.57,#ffe62d,3.50,253.93
207.84,#1481e3,3.50,425.02
151.19,#ff84e2,3.50,384.4400
146.28,#ff84e2,3.50,227.0199
145.00,#ffe62d,3.50,414.11
143.49,#ff84e2,3.50,405.5800
144.02,#ff84e2,3.50,214.2200
106.03,#ffe62d,3.50,236.31
235.39,#ffe62d,3.50,127.7599
104.66,#1481e3,3.50,271.73
243.84,#ff84e2,3.50,110.88
236.46,#ff84e2,3.50,112.19
108.55,#1481e3,3.50,337
146.14,#ffe62d,3.50,183.07
121.42,#ffe62d,3.50,194.0299
244.15,#ff84e2,3.50,91.0400
471.66,#ff84e2,3.50,301.55
99.04,#ffe62d,3.50,369.4500
218.68,#ffe62d,3.50,97.7300
307.00,#ffe62d,3.50,101.9499
471.84,#ffe62d,3.50,237.76
75.87,#ffe62d,3.50,281.2
191.39,#ffe62d,3.50,115.7400
85.33,#ff84e2,3.50,356.48
179.93,#ff84e2,3.50,115.56
115.40,#ff84e2,3.50,159.9100
204.96,#ff84e2,3.50,84.7599
388.69,#ff84e2,3.50,111.7200
396.83,#1481e3,3.50,114.69
477.90,#ffe62d,3.50,164.1499
492.93,#1481e3,3.50,249.43
63.79,#ff84e2,3.50,320.7100
194.26,#ffe62d,3.50,88.8500
424.56,#ffe62d,3.50,120.7900
497.76,#1481e3,3.50,255.18
63.48,#ff84e2,3.50,340.5499
99.88,#ffe62d,3.50,158.25
414.16,#1481e3,3.50,105.0299
517.35,#1481e3,3.50,258.32
120.09,#ffe62d,3.50,121.7099
82.85,#ffe62d,3.50,148.06
115.27,#ffe62d,3.50,115.9700
14.52,#ffe62d,3.50,278.83
7.14,#ffe62d,3.50,280.13
151.32,#ff84e2,3.50,61.2400
150.56,#ffe62d,3.50,56.9800
33.71,#ffe62d,3.50,150.13
96.74,#ff84e2,3.50,97.25
249.33,#ffe62d,3.46,336.36
338.40,#ff84e2,3.46,344.8300
321.82,#1481e3,3.46,358.75
278.92,#ff84e2,3.46,223.4200
216.91,#ffe62d,3.46,368.4600
375.64,#ff84e2,3.46,318.48
188.74,#ff84e2,3.46,338.25
238.23,#1481e3,3.46,208.61
380.91,#1481e3,3.46,348.3300
199.57,#ffe62d,3.46,378.11
404.88,#ff84e2,3.46,333.11
167.64,#1481e3,3.46,326.5800
256.98,#1481e3,3.46,422.9500
405.81,#ff84e2,3.46,273.59
226.68,#ff84e2,3.46,423.89
160.08,#ffe62d,3.46,391.6699
155.57,#ffe62d,3.46,366.0800
177.63,#ffe62d,3.46,210.5
167.91,#ff84e2,3.46,414.47
138.85,#ffe62d,3.46,336.0499
193.82,#ffe62d,3.46,431.88
103.46,#ffe62d,3.46,243.36
247.16,#1481e3,3.46,108.1000
113.81,#ffe62d,3.46,366.85
156.09,#ffe62d,3.46,174.7200
189.26,#ff84e2,3.46,146.89
92.14,#1481e3,3.46,287.13
97.85,#ff84e2,3.46,341.0800
143.89,#ffe62d,3.46,170.2799
240.08,#1481e3,3.46,89.56
192.89,#1481e3,3.46,124.2599
86.70,#1481e3,3.46,321.0599
78.43,#ffe62d,3.46,274.16
188.82,#ffe62d,3.46,122.7799
224.56,#ff84e2,3.46,87.8999
226.37,#ffe62d,3.46,76.5899
73.12,#ff84e2,3.46,352.0399
56.58,#ffe62d,3.46,258.22
49.06,#1481e3,3.46,215.5799
60.03,#1481e3,3.46,299.38
51.63,#1481e3,3.46,208.5299
347.25,#ff84e2,3.46,92.6499
346.49,#ffe62d,3.46,88.3899
494.31,#ffe62d,3.46,214.0199
51.28,#ff84e2,3.46,336.1
35.48,#ff84e2,3.46,246.55
47.96,#ffe62d,3.46,338.89
117.53,#ffe62d,3.46,128.76
29.60,#ffe62d,3.46,256.38
15.45,#ffe62d,3.46,219.31
13.19,#ffe62d,3.46,206.51
18.15,#ff84e2,3.46,256.21
170.91,#ff84e2,3.46,64.38
10.32,#ffe62d,3.46,233.3999
7.44,#ffe62d,3.46,260.29
26.02,#ffe62d,3.46,171.2799
9.39,#ffe62d,3.46,292.92
68.39,#ffe62d,3.46,130.8299
273.92,#1481e3,3.41,281.46
309.48,#ff84e2,3.41,310.36
302.71,#ff84e2,3.41,271.98
247.07,#ffe62d,3.41,323.5599
301.96,#ffe62d,3.41,267.72
260.78,#1481e3,3.41,336.5399
343.40,#ffe62d,3.41,286.79
229.12,#ffe62d,3.41,372.9
196.12,#ff84e2,3.41,336.9500
272.90,#1481e3,3.41,189.3
173.96,#ff84e2,3.41,340.85
177.10,#ffe62d,3.41,401.86
142.21,#1481e3,3.41,225.5400
424.96,#ffe62d,3.41,252.63
252.73,#ffe62d,3.41,118.1100
126.02,#ffe62d,3.41,371.2899
158.66,#ffe62d,3.41,167.6700
253.04,#ffe62d,3.41,98.2699
210.98,#ffe62d,3.41,118.88
220.93,#ffe62d,3.41,110.5299
79.05,#ffe62d,3.41,234.4700
187.01,#ff84e2,3.41,134.0899
470.47,#1481e3,3.41,273.18
239.33,#ff84e2,3.41,85.3000
88.96,#1481e3,3.41,333.86
158.97,#ffe62d,3.41,147.8299
477.85,#1481e3,3.41,271.88
75.29,#ff84e2,3.41,213.1499
125.05,#ff84e2,3.41,171.3999
480.42,#1481e3,3.41,264.83
200.59,#1481e3,3.41,103.12
475.46,#ff84e2,3.41,215.14
485.24,#1481e3,3.41,270.58
487.80,#1481e3,3.41,263.53
218.99,#ffe62d,3.41,77.8899
490.37,#1481e3,3.41,256.48
492.63,#1481e3,3.41,269.27
66.36,#ff84e2,3.41,313.6599
58.84,#ffe62d,3.41,271.01
174.36,#ffe62d,3.41,105.5500
500.32,#1481e3,3.41,248.13
199.39,#ffe62d,3.41,74.75
490.86,#ff84e2,3.41,172.8500
75.16,#ffe62d,3.41,169.2099
45.70,#ffe62d,3.41,326.0900
49.90,#ffe62d,3.41,371.52
189.75,#ffe62d,3.41,63.2599
177.54,#ffe62d,3.41,58.8199
53.31,#ffe62d,3.41,153.2699
35.97,#ffe62d,3.41,162.93
4.88,#ffe62d,3.41,267.34
28.58,#ffe62d,3.41,164.2300
161.27,#ff84e2,3.41,52.8899
31.15,#ffe62d,3.41,157.18
299.53,#ff84e2,3.37,318.7100
268.35,#ff84e2,3.37,271.45
297.40,#1481e3,3.37,349.86
328.94,#ffe62d,3.37,269.56
330.44,#1481e3,3.37,278.09
315.49,#ffe62d,3.37,344.48
243.45,#1481e3,3.37,346.1900
316.25,#ff84e2,3.37,348.74
265.29,#1481e3,3.37,362.12
331.02,#ff84e2,3.37,346.14
362.37,#ffe62d,3.37,329.61
254.50,#ff84e2,3.37,214.5299
374.89,#ffe62d,3.37,314.22
198.38,#ff84e2,3.37,349.74
246.36,#ffe62d,3.37,211.57
336.28,#1481e3,3.37,375.99
191.30,#ff84e2,3.37,331.2000
380.33,#ffe62d,3.37,280.28
344.42,#ffe62d,3.37,378.9500
183.91,#ff84e2,3.37,332.5
225.49,#1481e3,3.37,395.52
392.54,#ffe62d,3.37,284.72
260.30,#ffe62d,3.37,420.1599
164.06,#1481e3,3.37,241.4700
414.39,#ffe62d,3.37,300.66
422.52,#ff84e2,3.37,303.62
139.64,#1481e3,3.37,232.5799
196.39,#ffe62d,3.37,424.8400
184.58,#1481e3,3.37,185.0899
140.48,#ffe62d,3.37,388.53
138.67,#ff84e2,3.37,399.8400
136.11,#ff84e2,3.37,406.89
194.09,#ff84e2,3.37,152.63
220.62,#ffe62d,3.37,130.37
240.52,#ffe62d,3.37,113.6700
98.33,#ffe62d,3.37,257.46
108.68,#ffe62d,3.37,380.9400
77.99,#1481e3,3.37,250.05
90.46,#ff84e2,3.37,342.39
74.49,#1481e3,3.37,316.62
196.52,#ffe62d,3.37,101.6399
490.06,#1481e3,3.37,276.32
81.70,#ffe62d,3.37,379.1
420.49,#ff84e2,3.37,119.31
484.97,#ffe62d,3.37,182.69
492.05,#ffe62d,3.37,201.2200
494.62,#ffe62d,3.37,194.18
497.62,#ff84e2,3.37,211.2300
497.93,#ff84e2,3.37,191.39
90.24,#ffe62d,3.37,146.76
21.02,#ff84e2,3.37,229.32
102.75,#ffe62d,3.37,131.36
168.34,#ff84e2,3.37,71.43
33.19,#ffe62d,3.37,341.49
44.11,#ff84e2,3.37,165.89
113.77,#ff84e2,3.37,107.44
152.82,#ffe62d,3.37,69.7699
14.21,#ffe62d,3.37,298.67
54.37,#ff84e2,3.37,137.7
110.32,#1481e3,3.37,66.2699
304.35,#ff84e2,3.32,324.4600
248.13,#ff84e2,3.32,307.99
285.20,#1481e3,3.32,345.4199
337.08,#ff84e2,3.32,272.52
203.51,#ff84e2,3.32,335.64
188.12,#ff84e2,3.32,377.9299
168.70,#ffe62d,3.32,311
395.85,#ff84e2,3.32,281.94
263.61,#ff84e2,3.32,417.38
343.13,#ff84e2,3.32,198.8999
256.23,#ff84e2,3.32,418.6799
192.63,#ff84e2,3.32,403.51
150.43,#ffe62d,3.32,380.1799
420.14,#ffe62d,3.32,246.88
429.91,#ff84e2,3.32,302.32
150.88,#ff84e2,3.32,404.28
135.97,#ffe62d,3.32,362.9400
117.17,#1481e3,3.32,256.33
433.09,#ff84e2,3.32,255.5899
145.83,#ffe62d,3.32,202.9100
108.59,#ffe62d,3.32,229.26
160.91,#ffe62d,3.32,180.4700
143.58,#ffe62d,3.32,190.12
163.48,#ffe62d,3.32,173.4200
223.19,#ffe62d,3.32,123.32
225.75,#ffe62d,3.32,116.2699
163.79,#ffe62d,3.32,153.5799
190.33,#1481e3,3.32,131.31
87.90,#ff84e2,3.32,349.4299
482.67,#1481e3,3.32,277.62
77.10,#ffe62d,3.32,201.8399
75.69,#ff84e2,3.32,344.99
73.43,#ff84e2,3.32,332.2000
79.67,#ffe62d,3.32,194.7900
61.85,#ff84e2,3.32,288.07
484.66,#ffe62d,3.32,202.5299
66.05,#ff84e2,3.32,333.5
355.38,#1481e3,3.32,95.6100
120.53,#ff84e2,3.32,145.82
105.76,#ff84e2,3.32,148.4200
195.32,#ff84e2,3.32,73.2699
385.68,#ffe62d,3.32,94.6700
393.82,#ff84e2,3.32,97.63
53.53,#ff84e2,3.32,348.9
48.27,#ffe62d,3.32,319.0499
105.01,#ffe62d,3.32,144.1600
405.27,#ffe62d,3.32,97.81
107.58,#ffe62d,3.32,137.11
190.50,#ff84e2,3.32,67.5199
27.79,#ff84e2,3.32,267.7
28.28,#ffe62d,3.32,184.07
21.60,#ffe62d,3.32,297.37
19.34,#ffe62d,3.32,284.57
38.54,#ffe62d,3.32,155.88
24.52,#ff84e2,3.32,162.75
267.73,#ff84e2,3.28,311.13
264.10,#ffe62d,3.28,333.75
321.55,#ffe62d,3.28,270.86
322.88,#ffe62d,3.28,343.1699
236.06,#1481e3,3.28,347.49
215.71,#ff84e2,3.28,340.0900
214.96,#ffe62d,3.28,335.8200
