cy,fill,radius,cx
339.02,#ff84e2,1.76,305.15
369.01,#1481e3,1.76,324.0499
352.47,#ff84e2,1.76,230.2300
171.88,#ffe62d,1.76,264.27
368.39,#1481e3,1.76,363.73
174.58,#ff84e2,1.76,301.17
175.51,#ff84e2,1.76,241.6499
177.41,#ffe62d,1.76,382.01
402.18,#ffe62d,1.76,296.21
403.99,#1481e3,1.76,284.9
168.21,#ff84e2,1.76,394.63
190.06,#ff84e2,1.76,410.5599
161.58,#1481e3,1.76,400.2000
372.99,#ff84e2,1.76,173.8500
181.62,#ffe62d,1.76,427.4400
144.24,#1481e3,1.76,409.85
197.09,#1481e3,1.76,169.69
182.32,#1481e3,1.76,172.3
225.44,#ffe62d,1.76,136.11
224.69,#1481e3,1.76,131.8500
102.40,#1481e3,1.76,258.94
141.01,#ffe62d,1.76,197.1700
453.00,#ff84e2,1.76,238.89
91.70,#ff84e2,1.76,263.02
90.20,#1481e3,1.76,254.49
263.74,#ff84e2,1.76,94.18
76.48,#ffe62d,1.76,241.5199
96.70,#ffe62d,1.76,204.9800
100.01,#ff84e2,1.76,202.2
283.34,#ff84e2,1.76,97.32
95.72,#1481e3,1.76,372.24
79.93,#1481e3,1.76,282.68
162.29,#ff84e2,1.76,145.05
167.42,#ff84e2,1.76,130.95
58.40,#1481e3,1.76,246.9100
54.64,#ffe62d,1.76,225.5899
169.23,#ffe62d,1.76,119.6399
263.30,#ffe62d,1.76,70.0799
58.09,#1481e3,1.76,266.75
57.78,#1481e3,1.76,286.59
290.28,#ffe62d,1.76,71.9200
71.75,#ffe62d,1.76,387.4500
150.39,#ff84e2,1.76,120.7699
64.68,#ffe62d,1.76,368.9199
58.35,#ff84e2,1.76,354.64
95.81,#ff84e2,1.76,156.7699
99.13,#1481e3,1.76,153.99
52.03,#1481e3,1.76,340.37
44.51,#ff84e2,1.76,297.72
33.98,#1481e3,1.76,238.0199
35.35,#ffe62d,1.76,202.61
137.43,#ffe62d,1.76,112.06
34.11,#ffe62d,1.76,281.97
23.72,#1481e3,1.76,266.21
111.95,#1481e3,1.76,118.75
48.18,#ffe62d,1.76,167.37
30.09,#1481e3,1.76,172.76
140.61,#ffe62d,1.76,65.3299
128.41,#ffe62d,1.76,60.8899
250.26,#ffe62d,1.73,276.84
321.99,#ff84e2,1.73,294.96
323.50,#ffe62d,1.73,303.49
248.58,#1481e3,1.73,332.0900
313.24,#ffe62d,1.73,331.6799
330.57,#ffe62d,1.73,322.03
334.20,#ff84e2,1.73,299.41
338.71,#ff84e2,1.73,324.99
222.97,#ffe62d,1.73,294.84
214.21,#1481e3,1.73,331.5599
359.06,#1481e3,1.73,332.4
235.75,#1481e3,1.73,367.3300
181.22,#ffe62d,1.73,295.6
185.11,#ffe62d,1.73,360.87
176.84,#ff84e2,1.73,313.9600
172.33,#ff84e2,1.73,288.38
177.01,#ffe62d,1.73,250.18
284.36,#ff84e2,1.73,189.4800
165.69,#1481e3,1.73,293.94
185.46,#ff84e2,1.73,233.3
401.12,#1481e3,1.73,311.79
171.44,#1481e3,1.73,240.1700
189.84,#ffe62d,1.73,214.94
415.58,#1481e3,1.73,329.03
249.59,#1481e3,1.73,424.25
185.99,#1481e3,1.73,409.0800
355.65,#ff84e2,1.73,183.5
153.75,#ff84e2,1.73,377.39
137.08,#1481e3,1.73,239.63
198.60,#ff84e2,1.73,178.2200
365.60,#ff84e2,1.73,175.1499
364.85,#ffe62d,1.73,170.89
109.35,#ff84e2,1.73,233.5299
431.46,#ff84e2,1.73,203.11
104.97,#1481e3,1.73,251.89
174.18,#ff84e2,1.73,169.3299
213.99,#ff84e2,1.73,135.93
452.25,#ffe62d,1.73,234.62
145.39,#1481e3,1.73,178.81
167.11,#ff84e2,1.73,150.7900
270.38,#ffe62d,1.73,88.62
184.75,#ff84e2,1.73,121.3000
265.56,#ffe62d,1.73,82.87
322.52,#ff84e2,1.73,103.6000
476.53,#1481e3,1.73,199.56
258.48,#ffe62d,1.73,64.3299
278.83,#ff84e2,1.73,71.7400
98.07,#ff84e2,1.73,169.56
48.44,#1481e3,1.73,255.26
500.94,#1481e3,1.73,208.45
158.08,#ff84e2,1.73,99.62
417.48,#ffe62d,1.73,102.25
160.65,#ff84e2,1.73,92.5799
41.63,#ff84e2,1.73,324.61
79.54,#1481e3,1.73,150.8500
64.76,#1481e3,1.73,153.45
184.18,#1481e3,1.73,53.25
109.70,#1481e3,1.73,105.9599
8.95,#1481e3,1.73,268.82
61.76,#ff84e2,1.73,136.39
104.88,#1481e3,1.73,100.2099
103.68,#ffe62d,1.73,71.8399
313.86,#ffe62d,1.69,292
308.42,#ffe62d,1.69,325.9400
270.16,#ffe62d,1.69,260.13
228.98,#1481e3,1.69,328.9500
221.60,#1481e3,1.69,330.25
359.54,#ff84e2,1.69,248.7699
209.52,#ffe62d,1.69,369.76
375.95,#ff84e2,1.69,298.64
178.96,#ffe62d,1.69,282.81
322.48,#ffe62d,1.69,211.3399
174.45,#ffe62d,1.69,257.22
228.94,#ff84e2,1.69,436.6799
424.20,#1481e3,1.69,248.36
430.97,#1481e3,1.69,286.74
156.45,#1481e3,1.69,414.2899
254.99,#ffe62d,1.69,130.8999
201.96,#ff84e2,1.69,434.85
114.17,#ff84e2,1.69,239.2699
136.63,#ff84e2,1.69,215.5299
125.27,#1481e3,1.69,367.03
122.39,#1481e3,1.69,393.9099
117.13,#ff84e2,1.69,364.0599
209.92,#1481e3,1.69,134.45
99.70,#ff84e2,1.69,222.0400
436.15,#ffe62d,1.69,164.9100
94.13,#ffe62d,1.69,212.0299
107.40,#ff84e2,1.69,200.8999
200.28,#1481e3,1.69,122.9599
153.09,#1481e3,1.69,157.6600
163.04,#1481e3,1.69,149.31
468.52,#1481e3,1.69,240.55
97.98,#1481e3,1.69,385.03
185.51,#1481e3,1.69,125.57
463.57,#ff84e2,1.69,190.86
277.76,#ffe62d,1.69,87.31
89.09,#ffe62d,1.69,377.7999
70.29,#1481e3,1.69,271.19
68.04,#1481e3,1.69,258.4
297.36,#ffe62d,1.69,90.4499
439.02,#ffe62d,1.69,138.0199
106.20,#1481e3,1.69,172.5299
155.96,#1481e3,1.69,130.7799
225.62,#1481e3,1.69,72.3299
458.61,#ffe62d,1.69,141.1700
423.05,#ff84e2,1.69,112.2599
47.07,#ff84e2,1.69,290.68
28.72,#ff84e2,1.69,208.1700
201.21,#1481e3,1.69,63.44
57.82,#ffe62d,1.69,178.86
104.26,#1481e3,1.69,139.89
114.21,#1481e3,1.69,131.5400
89.49,#1481e3,1.69,142.5
154.32,#1481e3,1.69,78.3000
11.07,#ff84e2,1.69,237.6700
133.67,#ff84e2,1.69,90.7400
176.79,#1481e3,1.69,54.5500
138.80,#ff84e2,1.69,76.6399
290.95,#1481e3,1.66,291.64
309.79,#ff84e2,1.66,290.52
271.66,#1481e3,1.66,268.66
321.24,#ffe62d,1.66,290.7
233.67,#ff84e2,1.66,290.75
330.88,#ffe62d,1.66,302.19
268.21,#ffe62d,1.66,227.5
200.81,#ffe62d,1.66,298.74
202.00,#1481e3,1.66,327.11
199.00,#ff84e2,1.66,310.06
205.45,#ff84e2,1.66,368.28
249.68,#ff84e2,1.66,208.7799
366.18,#ffe62d,1.66,243.2
194.75,#ffe62d,1.66,372.36
175.20,#ff84e2,1.66,261.49
380.64,#ffe62d,1.66,260.44
183.30,#ff84e2,1.66,372.1799
400.37,#ff84e2,1.66,307.53
164.46,#1481e3,1.66,373.3099
144.11,#ff84e2,1.66,365.9
124.87,#1481e3,1.66,235.19
114.92,#1481e3,1.66,243.5400
428.58,#ff84e2,1.66,230
176.44,#ff84e2,1.66,182.13
199.66,#1481e3,1.66,162.64
379.62,#ffe62d,1.66,168.2799
387.76,#ff84e2,1.66,171.25
404.04,#ffe62d,1.66,177.1700
260.87,#ff84e2,1.66,121.07
411.42,#ffe62d,1.66,175.87
414.74,#ff84e2,1.66,173.0799
167.55,#1481e3,1.66,174.8999
196.65,#ff84e2,1.66,145.5899
270.82,#ff84e2,1.66,112.7200
142.83,#1481e3,1.66,185.8500
81.61,#ffe62d,1.66,227.43
446.85,#ff84e2,1.66,160.8299
68.35,#1481e3,1.66,238.56
63.53,#1481e3,1.66,232.81
260.74,#ffe62d,1.66,77.13
317.70,#ff84e2,1.66,97.8600
57.20,#ffe62d,1.66,218.5400
447.16,#ff84e2,1.66,140.99
162.59,#ff84e2,1.66,125.2099
291.78,#1481e3,1.66,80.44
471.57,#ff84e2,1.66,149.87
147.82,#ff84e2,1.66,127.81
220.80,#1481e3,1.66,66.5799
227.43,#ff84e2,1.66,61.0099
490.99,#1481e3,1.66,216.8
35.79,#ff84e2,1.66,226.7099
38.67,#ff84e2,1.66,199.82
56.32,#ff84e2,1.66,170.3299
38.98,#ff84e2,1.66,179.9800
188.25,#ff84e2,1.66,54.7299
93.86,#ff84e2,1.66,124.1399
22.04,#ff84e2,1.66,321.47
15.72,#1481e3,1.66,307.2
248.44,#ff84e2,1.63,288.15
318.68,#ffe62d,1.63,297.75
328.63,#ffe62d,1.63,289.4
329.38,#ff84e2,1.63,293.66
341.59,#ff84e2,1.63,298.1
347.34,#ff84e2,1.63,244.3299
282.23,#1481e3,1.63,220.63
227.61,#ff84e2,1.63,364.37
193.42,#ffe62d,1.63,300.05
248.93,#ffe62d,1.63,204.5199
251.49,#ffe62d,1.63,197.4700
346.89,#ffe62d,1.63,220.2200
381.83,#1481e3,1.63,288.81
190.68,#ff84e2,1.63,370.88
174.89,#ff84e2,1.63,281.33
293.25,#ffe62d,1.63,196.7099
336.50,#1481e3,1.63,204.4700
338.31,#ff84e2,1.63,193.1600
171.53,#1481e3,1.63,391.85
408.81,#1481e3,1.63,290.65
200.85,#ff84e2,1.63,191.01
428.72,#1481e3,1.63,273.95
140.79,#ffe62d,1.63,368.6900
380.37,#ff84e2,1.63,172.55
141.68,#1481e3,1.63,416.9
133.85,#ff84e2,1.63,394.0900
441.98,#ffe62d,1.63,262.81
101.96,#ff84e2,1.63,234.8299
105.28,#1481e3,1.63,232.05
267.50,#ffe62d,1.63,115.5
266.75,#1481e3,1.63,111.2400
139.51,#ff84e2,1.63,188.64
234.95,#1481e3,1.63,103.6600
280.77,#ff84e2,1.63,104.37
105.37,#1481e3,1.63,383.73
150.52,#1481e3,1.63,164.7099
180.37,#1481e3,1.63,139.6600
458.75,#ff84e2,1.63,185.11
334.73,#ff84e2,1.63,108.0500
244.46,#ff84e2,1.63,71.1999
90.37,#ff84e2,1.63,190.7099
459.36,#ff84e2,1.63,145.43
62.33,#ffe62d,1.63,204.45
303.24,#ff84e2,1.63,80.62
481.97,#1481e3,1.63,165.63
90.68,#ff84e2,1.63,170.87
305.80,#ff84e2,1.63,73.5799
496.12,#1481e3,1.63,202.7
340.92,#1481e3,1.63,78.38
78.47,#ff84e2,1.63,166.4200
397.14,#1481e3,1.63,94.8500
157.33,#ffe62d,1.63,95.3600
396.38,#ff84e2,1.63,90.5799
47.12,#1481e3,1.63,182.94
106.82,#1481e3,1.63,132.8399
47.34,#ffe62d,1.63,378.5700
37.56,#1481e3,1.63,323.13
26.46,#ff84e2,1.63,195.38
33.10,#ffe62d,1.63,189.81
40.26,#ffe62d,1.63,360.03
37.26,#1481e3,1.63,342.97
19.21,#1481e3,1.63,240.63
108.64,#ff84e2,1.63,121.5299
148.44,#ff84e2,1.63,88.13
20.85,#1481e3,1.63,293.1
18.59,#1481e3,1.63,280.31
92.67,#1481e3,1.63,95.7699
312.35,#ff84e2,1.60,283.47
245.88,#ff84e2,1.60,295.19
316.42,#ffe62d,1.60,284.95
340.53,#ffe62d,1.60,313.6799
343.84,#ff84e2,1.60,310.9
216.33,#ff84e2,1.60,300.4
201.56,#ff84e2,1.60,303.01
191.61,#ff84e2,1.60,311.36
188.60,#ffe62d,1.60,294.3
371.75,#ff84e2,1.60,253.2099
384.40,#1481e3,1.60,281.76
386.96,#1481e3,1.60,274.71
176.97,#1481e3,1.60,357.9099
231.90,#ffe62d,1.60,194.3299
259.55,#1481e3,1.60,415.9
306.51,#ff84e2,1.60,185.57
256.93,#ffe62d,1.60,163.5400
354.59,#ffe62d,1.60,199.0799
174.32,#1481e3,1.60,213.2799
419.07,#1481e3,1.60,262.46
425.84,#1481e3,1.60,300.84
188.25,#1481e3,1.60,421.87
418.19,#ffe62d,1.60,214.25
426.46,#1481e3,1.60,261.15
177.55,#ff84e2,1.60,425.9600
165.34,#ff84e2,1.60,421.52
157.29,#1481e3,1.60,203.0899
396.65,#ffe62d,1.60,178.4700
132.66,#1481e3,1.60,365.72
437.47,#ffe62d,1.60,237.2300
171.62,#ff84e2,1.60,176.38
94.26,#ff84e2,1.60,255.9700
456.00,#1481e3,1.60,255.95
108.24,#1481e3,1.60,356.8400
453.93,#ff84e2,1.60,179.37
182.94,#1481e3,1.60,132.61
76.17,#ffe62d,1.60,261.36
471.09,#1481e3,1.60,233.5
74.36,#ff84e2,1.60,272.67
158.22,#1481e3,1.60,143.57
473.65,#1481e3,1.60,226.45
153.40,#1481e3,1.60,137.82
233.01,#1481e3,1.60,71.0199
268.12,#ffe62d,1.60,75.82
76.88,#ffe62d,1.60,373.36
307.31,#ffe62d,1.60,82.1000
380.55,#ffe62d,1.60,108.7599
453.79,#ffe62d,1.60,135.4200
45.75,#ff84e2,1.60,218.36
88.12,#ff84e2,1.60,177.9100
428.63,#1481e3,1.60,122.2699
49.95,#ff84e2,1.60,263.79
43.93,#1481e3,1.60,229.6700
87.36,#ffe62d,1.60,173.6499
489.04,#1481e3,1.60,184.1700
136.37,#1481e3,1.60,127.6399
198.64,#1481e3,1.60,70.4900
55.79,#ff84e2,1.60,361.6900
30.22,#ffe62d,1.60,216.7
360.51,#1481e3,1.60,81.5199
42.83,#ffe62d,1.60,352.98
21.64,#ff84e2,1.60,189.64
34.91,#1481e3,1.60,178.5
86.48,#ff84e2,1.60,125.44
136.23,#ff84e2,1.60,83.69
25.27,#1481e3,1.60,167.01
110.76,#ffe62d,1.60,90.38
142.43,#1481e3,1.60,54.0200
302.09,#ff84e2,1.57,311.66
314.92,#ff84e2,1.57,276.43
317.17,#ff84e2,1.57,289.22
241.06,#ff84e2,1.57,289.45
242.87,#ffe62d,1.57,278.14
256.14,#ff84e2,1.57,267
323.94,#ff84e2,1.57,327.6
216.78,#1481e3,1.57,324.51
267.46,#1481e3,1.57,223.24
194.18,#ff84e2,1.57,304.31
378.96,#1481e3,1.57,315.7000
184.22,#ff84e2,1.57,312.6599
179.40,#ff84e2,1.57,306.92
389.84,#1481e3,1.57,247.8299
301.69,#ff84e2,1.57,179.8299
243.71,#ff84e2,1.57,434.0800
240.22,#ffe62d,1.57,133.51
243.53,#ff84e2,1.57,130.7200
136.86,#1481e3,1.57,411.15
124.96,#1481e3,1.57,386.87
119.39,#ff84e2,1.57,376.86
96.83,#ff84e2,1.57,248.93
206.60,#ff84e2,1.57,137.24
121.33,#ff84e2,1.57,409.49
175.24,#1481e3,1.57,153.76
269.32,#1481e3,1.57,104.19
445.79,#ffe62d,1.57,176.3999
105.68,#1481e3,1.57,363.89
288.91,#1481e3,1.57,107.3299
212.79,#1481e3,1.57,107.56
460.25,#ffe62d,1.57,193.64
102.58,#ff84e2,1.57,195.1499
66.09,#1481e3,1.57,225.7699
130.93,#1481e3,1.57,161.57
55.83,#1481e3,1.57,253.9599
269.94,#1481e3,1.57,64.5099
213.41,#1481e3,1.57,67.88
223.36,#1481e3,1.57,59.5299
493.86,#1481e3,1.57,189.9100
61.36,#1481e3,1.57,371.7000
48.40,#ff84e2,1.57,362.99
136.68,#1481e3,1.57,107.7900
109.39,#1481e3,1.57,125.8000
36.95,#1481e3,1.57,362.8099
84.67,#1481e3,1.57,136.75
91.30,#ff84e2,1.57,131.18
141.06,#ff84e2,1.57,89.43
29.12,#ff84e2,1.57,340.01
123.72,#ff84e2,1.57,99.0899
59.94,#1481e3,1.57,147.7099
80.91,#ffe62d,1.57,115.43
102.62,#1481e3,1.57,87.4200
243.76,#1481e3,1.54,326.35
240.75,#ff84e2,1.54,309.29
326.82,#ff84e2,1.54,300.71
255.39,#ffe62d,1.54,262.74
335.71,#ffe62d,1.54,307.94
231.55,#1481e3,1.54,321.9
224.16,#1481e3,1.54,323.2100
257.51,#1481e3,1.54,231.5899
348.09,#1481e3,1.54,248.5899
206.25,#ffe62d,1.54,264.81
216.16,#1481e3,1.54,364.1900
377.01,#1481e3,1.54,283.06
177.46,#ff84e2,1.54,274.28
176.71,#ffe62d,1.54,270.02
170.07,#ff84e2,1.54,275.58
169.32,#ffe62d,1.54,271.32
386.52,#ff84e2,1.54,250.61
168.52,#ff84e2,1.54,374.7899
182.45,#ffe62d,1.54,216.24
178.39,#ff84e2,1.54,214.76
418.76,#1481e3,1.54,282.3
176.04,#1481e3,1.54,417.4299
143.36,#ffe62d,1.54,361.64
139.73,#1481e3,1.54,384.26
129.65,#ff84e2,1.54,348.6699
222.88,#ffe62d,1.54,143.1600
122.70,#1481e3,1.54,374.0700
445.61,#ff84e2,1.54,240.19
162.73,#1481e3,1.54,169.1499
455.56,#ff84e2,1.54,231.8399
104.83,#ff84e2,1.54,207.94
170.42,#1481e3,1.54,148.01
259.68,#1481e3,1.54,92.6999
172.99,#1481e3,1.54,140.9599
278.52,#ff84e2,1.54,91.5799
290.72,#ff84e2,1.54,96.0199
441.28,#ffe62d,1.54,150.82
71.35,#ffe62d,1.54,255.62
160.78,#1481e3,1.54,136.5199
100.32,#ff84e2,1.54,182.36
239.64,#ff84e2,1.54,65.4599
155.21,#ff84e2,1.54,126.5099
311.38,#1481e3,1.54,83.5899
364.27,#ff84e2,1.54,102.8399
74.85,#ffe62d,1.54,189.05
101.38,#1481e3,1.54,166.7799
84.05,#1481e3,1.54,176.43
330.22,#ff84e2,1.54,82.4599
38.36,#ff84e2,1.54,219.6600
512.22,#1481e3,1.54,272.41
116.77,#1481e3,1.54,124.4900
149.95,#ffe62d,1.54,96.6600
31.55,#ffe62d,1.54,289.02
42.52,#ffe62d,1.54,372.8200
29.43,#ff84e2,1.54,320.1699
13.77,#1481e3,1.54,274.56
79.84,#1481e3,1.54,131.01
126.28,#ff84e2,1.54,92.0400
12.71,#ff84e2,1.54,290.14
128.85,#ff84e2,1.54,84.9900
118.15,#ffe62d,1.54,89.0799
128.10,#ffe62d,1.54,80.7300
238.49,#ff84e2,1.51,296.5
313.41,#1481e3,1.51,267.9
331.64,#ff84e2,1.51,306.45
333.14,#ffe62d,1.51,314.98
341.28,#ff84e2,1.51,317.9500
340.84,#ffe62d,1.51,293.84
360.43,#ffe62d,1.51,296.98
204.57,#1481e3,1.51,320.0700
195.99,#ffe62d,1.51,293
368.57,#ff84e2,1.51,299.94
186.79,#ff84e2,1.51,305.61
303.86,#1481e3,1.51,408.0800
338.00,#ff84e2,1.51,213
167.95,#1481e3,1.51,306.74
411.07,#1481e3,1.51,303.44
242.16,#ffe62d,1.51,166.14
344.95,#ffe62d,1.51,187.5899
188.34,#ff84e2,1.51,206.4100
410.80,#ffe62d,1.51,215.55
183.43,#1481e3,1.51,416.13
149.68,#1481e3,1.51,375.9099
216.73,#ff84e2,1.51,432.24
418.94,#ff84e2,1.51,218.51
420.75,#ffe62d,1.51,207.2
189.75,#ff84e2,1.51,430.4
368.17,#ff84e2,1.51,168.11
134.91,#1481e3,1.51,378.52
375.55,#ff84e2,1.51,166.8
399.97,#ff84e2,1.51,175.69
218.06,#ffe62d,1.51,137.4100
126.46,#ff84e2,1.51,395.4
275.64,#ff84e2,1.51,118.4700
453.44,#1481e3,1.51,262.99
109.74,#ff84e2,1.51,365.37
93.95,#ff84e2,1.51,275.82
458.57,#1481e3,1.51,248.8999
439.46,#ff84e2,1.51,162.13
271.88,#1481e3,1.51,97.1399
307.75,#ff84e2,1.51,106.2099
94.97,#ff84e2,1.51,367.97
105.90,#1481e3,1.51,192.37
128.36,#1481e3,1.51,168.62
444.59,#ff84e2,1.51,148.0299
87.81,#ff84e2,1.51,197.75
278.07,#ffe62d,1.51,67.4700
448.97,#ffe62d,1.51,129.6700
162.90,#ff84e2,1.51,105.37
59.55,#ffe62d,1.51,383.01
372.72,#1481e3,1.51,85.9599
371.97,#ff84e2,1.51,81.6999
503.81,#1481e3,1.51,181.56
22.08,#1481e3,1.51,213.74
99.44,#1481e3,1.51,134.1499
58.88,#ff84e2,1.51,163.2799
138.49,#ff84e2,1.51,96.4800
49.99,#1481e3,1.51,156.06
122.97,#ffe62d,1.51,94.82
113.32,#ffe62d,1.51,83.3299
311.91,#ffe62d,1.48,259.37
348.97,#ff84e2,1.48,296.8
209.39,#1481e3,1.48,325.8099
353.97,#ffe62d,1.48,238.76
181.97,#ff84e2,1.48,299.87
189.18,#1481e3,1.48,362.35
177.77,#ff84e2,1.48,254.44
301.38,#ff84e2,1.48,199.6700
386.66,#1481e3,1.48,294.55
303.95,#ff84e2,1.48,192.62
255.12,#ff84e2,1.48,174.8500
265.82,#1481e3,1.48,170.76
195.72,#ff84e2,1.48,205.11
411.38,#1481e3,1.48,283.6
156.01,#ff84e2,1.48,390.1900
387.45,#ff84e2,1.48,191.0899
423.01,#ffe62d,1.48,219.99
177.19,#1481e3,1.48,186.39
246.85,#1481e3,1.48,127.94
116.73,#ff84e2,1.48,232.2300
212.93,#ffe62d,1.48,151.51
216.24,#ff84e2,1.48,148.7300
197.40,#1481e3,1.48,149.8500
444.86,#ffe62d,1.48,235.93
97.58,#1481e3,1.48,253.19
123.59,#ff84e2,1.48,422.28
116.51,#ff84e2,1.48,403.75
454.81,#ffe62d,1.48,227.5799
140.57,#1481e3,1.48,173.06
298.86,#1481e3,1.48,98.9800
326.59,#ffe62d,1.48,105.0899
81.17,#1481e3,1.48,203.32
101.07,#1481e3,1.48,186.62
157.46,#ff84e2,1.48,139.3
272.94,#ffe62d,1.48,81.57
281.08,#ff84e2,1.48,84.5299
243.71,#ffe62d,1.48,66.94
232.25,#ff84e2,1.48,66.7599
72.28,#ffe62d,1.48,196.1000
85.55,#ff84e2,1.48,184.9599
48.00,#ff84e2,1.48,231.1499
71.00,#1481e3,1.48,383.1900
42.43,#ffe62d,1.48,221.1499
54.15,#ff84e2,1.48,309.22
321.33,#1481e3,1.48,75.2400
498.37,#1481e3,1.48,215.5
44.07,#ffe62d,1.48,273.62
42.25,#ff84e2,1.48,284.93
163.97,#1481e3,1.48,89.7900
50.66,#ff84e2,1.48,375.7899
30.80,#1481e3,1.48,284.75
26.29,#1481e3,1.48,259.17
54.81,#1481e3,1.48,161.8
144.37,#1481e3,1.48,86.6499
23.23,#ffe62d,1.48,349.8400
15.32,#1481e3,1.48,175.36
123.28,#ffe62d,1.48,74.9800
59.50,#ff84e2,1.48,123.6000
302.40,#ff84e2,1.45,291.82
243.62,#ff84e2,1.45,282.4
253.57,#ff84e2,1.45,274.05
262.77,#ffe62d,1.45,261.44
236.37,#1481e3,1.45,327.65
331.50,#ffe62d,1.45,262.51
215.58,#ffe62d,1.45,296.14
248.31,#ffe62d,1.45,244.2
206.21,#1481e3,1.45,372.5399
183.78,#ffe62d,1.45,288.56
372.50,#1481e3,1.45,257.48
380.95,#ffe62d,1.45,240.6000
174.01,#1481e3,1.45,233.12
281.35,#ffe62d,1.45,172.4200
305.76,#ffe62d,1.45,181.31
242.91,#ff84e2,1.45,170.4100
257.73,#ffe62d,1.45,427.2100
157.82,#ffe62d,1.45,378.87
186.83,#1481e3,1.45,197.88
354.90,#ffe62d,1.45,179.24
232.26,#1481e3,1.45,433.9
419.38,#1481e3,1.45,242.62
137.39,#1481e3,1.45,219.7900
424.07,#ff84e2,1.45,204.4200
120.05,#1481e3,1.45,229.44
430.40,#ffe62d,1.45,218.69
162.77,#ff84e2,1.45,428.5700
205.54,#ffe62d,1.45,152.81
435.97,#ff84e2,1.45,228.7
438.22,#ff84e2,1.45,241.49
120.36,#1481e3,1.45,209.6000
95.02,#1481e3,1.45,260.24
92.01,#ff84e2,1.45,243.18
440.97,#ffe62d,1.45,170.6600
84.93,#ff84e2,1.45,224.64
108.15,#1481e3,1.45,205.1600
222.74,#1481e3,1.45,99.2099
175.55,#1481e3,1.45,133.9200
465.82,#ff84e2,1.45,203.6499
95.19,#ff84e2,1.45,196.45
85.77,#1481e3,1.45,380.5900
466.75,#ff84e2,1.45,144.13
80.20,#ff84e2,1.45,370.5800
369.10,#ff84e2,1.45,108.5799
318.76,#1481e3,1.45,82.2799
488.73,#1481e3,1.45,204.01
309.87,#ffe62d,1.45,75.06
76.66,#1481e3,1.45,177.74
36.55,#1481e3,1.45,230.9800
208.59,#1481e3,1.45,62.1399
422.30,#ffe62d,1.45,108
26.15,#ff84e2,1.45,215.2200
412.66,#ffe62d,1.45,96.5099
153.26,#ff84e2,1.45,93.88
395.63,#ffe62d,1.45,86.32
119.34,#1481e3,1.45,117.4499
151.76,#1481e3,1.45,85.3500
22.35,#ff84e2,1.45,301.63
9.57,#1481e3,1.45,229.14
17.53,#ff84e2,1.45,295.89
66.58,#ff84e2,1.45,142.14
6.69,#1481e3,1.45,256.03
4.13,#1481e3,1.45,263.07
246.63,#1481e3,1.42,299.46
280.86,#ff84e2,1.42,256.05
307.36,#1481e3,1.42,341.51
336.77,#ff84e2,1.42,292.36
334.82,#ff84e2,1.42,259.73
255.70,#ffe62d,1.42,242.8999
243.49,#ffe62d,1.42,238.4599
361.62,#1481e3,1.42,325.35
203.37,#ffe62d,1.42,291.7
191.17,#ffe62d,1.42,287.25
202.89,#ff84e2,1.42,375.3200
233.40,#1481e3,1.42,202.86
173.34,#ff84e2,1.42,380.53
185.77,#ff84e2,1.42,213.4599
220.05,#1481e3,1.42,429.4600
426.15,#1481e3,1.42,281
141.54,#ff84e2,1.42,372.9500
169.41,#ffe62d,1.42,423
117.48,#1481e3,1.42,236.49
162.02,#ffe62d,1.42,424.2999
137.17,#1481e3,1.42,391.3099
130.09,#1481e3,1.42,372.77
440.04,#ffe62d,1.42,230.18
139.86,#ffe62d,1.42,428.2100
117.04,#ff84e2,1.42,212.39
428.76,#ffe62d,1.42,166.2200
195.15,#1481e3,1.42,137.06
205.10,#1481e3,1.42,128.7099
108.37,#ffe62d,1.42,400.78
105.81,#ffe62d,1.42,407.8300
155.65,#1481e3,1.42,150.62
165.60,#1481e3,1.42,142.2699
315.14,#ff84e2,1.42,104.9100
68.66,#1481e3,1.42,218.7200
473.96,#1481e3,1.42,206.61
55.39,#ff84e2,1.42,229.8500
251.09,#ffe62d,1.42,65.63
283.65,#ff84e2,1.42,77.4800
479.40,#1481e3,1.42,172.68
167.73,#ff84e2,1.42,111.1100
436.76,#ffe62d,1.42,125.2300
444.90,#ff84e2,1.42,128.19
491.30,#1481e3,1.42,196.9599
70.03,#ffe62d,1.42,183.3
333.54,#1481e3,1.42,79.68
54.28,#1481e3,1.42,353.1599
31.42,#1481e3,1.42,245.07
22.39,#1481e3,1.42,193.8999
4.44,#1481e3,1.42,243.2300
69.14,#ff84e2,1.42,135.0899
81.66,#ff84e2,1.42,119.69
121.46,#ff84e2,1.42,86.2900
120.71,#ffe62d,1.42,82.0299
99.30,#ff84e2,1.42,90.1999
117.70,#1481e3,1.42,64.9700
308.28,#1481e3,1.39,281.99
284.93,#ffe62d,1.39,257.53
328.32,#ffe62d,1.39,309.24
329.07,#ff84e2,1.39,313.5
336.46,#ff84e2,1.39,312.2000
336.90,#1481e3,1.39,336.3099
283.74,#ff84e2,1.39,229.1600
203.68,#ffe62d,1.39,271.86
371.57,#1481e3,1.39,317
182.41,#1481e3,1.39,323.97
281.04,#ffe62d,1.39,192.26
379.14,#ff84e2,1.39,251.9100
389.53,#1481e3,1.39,267.67
388.34,#ffe62d,1.39,239.3
174.41,#1481e3,1.39,364.9600
257.69,#ff84e2,1.39,167.8
